dataset,source_file,line_no,service,severity,raw_log
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,92,hdfs-cluster,INFO,blk_-5835224384325268050 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,93,hdfs-cluster,INFO,blk_-3102267849859399193 Fail 16 0 0 0 0 2 0 2 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,94,hdfs-cluster,INFO,blk_-3776330106018304557 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,95,hdfs-cluster,INFO,blk_-3865158146925189370 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,96,hdfs-cluster,INFO,blk_-6108780682959356968 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,97,hdfs-cluster,INFO,blk_6597014667441085597 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,98,hdfs-cluster,INFO,blk_-9025459096044337508 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,99,hdfs-cluster,INFO,blk_-1477913034248457629 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,100,hdfs-cluster,INFO,blk_1613550655988246573 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,101,hdfs-cluster,INFO,blk_2074627648226805983 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,102,hdfs-cluster,INFO,blk_2986822300704311308 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,103,hdfs-cluster,INFO,blk_-4390409968877773039 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,104,hdfs-cluster,INFO,blk_-8515113585876695879 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,105,hdfs-cluster,INFO,blk_8595954612153362607 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,106,hdfs-cluster,INFO,blk_8665604379324651807 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,107,hdfs-cluster,INFO,blk_-1187723472581877455 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,108,hdfs-cluster,INFO,blk_-1548346834251221499 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,109,hdfs-cluster,INFO,blk_-1962009378227535387 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,110,hdfs-cluster,INFO,blk_-2804479706331551014 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,111,hdfs-cluster,INFO,blk_4845477247445346914 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,112,hdfs-cluster,INFO,blk_-5702477348781461354 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,113,hdfs-cluster,INFO,blk_-5800700353547170271 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,114,hdfs-cluster,INFO,blk_-6920587680575966964 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,115,hdfs-cluster,INFO,blk_-7158210625015641227 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,116,hdfs-cluster,INFO,blk_-7226303435190136642 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,117,hdfs-cluster,INFO,blk_-8756305378882356508 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,118,hdfs-cluster,INFO,blk_8910234103556704078 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,119,hdfs-cluster,INFO,blk_2329219899967276279 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,120,hdfs-cluster,INFO,blk_-2741438423499484166 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,121,hdfs-cluster,INFO,blk_-4710160024743429585 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,122,hdfs-cluster,INFO,blk_5491460290951785997 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,123,hdfs-cluster,INFO,blk_-2983481749155087856 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,124,hdfs-cluster,INFO,blk_5161501523120226002 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,125,hdfs-cluster,INFO,blk_1325332921567711382 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,126,hdfs-cluster,INFO,blk_-1871778753987286456 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,127,hdfs-cluster,INFO,blk_-518459762181346762 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,128,hdfs-cluster,INFO,blk_2391384234620089834 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,129,hdfs-cluster,INFO,blk_3433546525085724680 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,130,hdfs-cluster,INFO,blk_-1076549517733373559 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,131,hdfs-cluster,INFO,blk_7427307448707327249 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,132,hdfs-cluster,INFO,blk_2912732363095595893 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,133,hdfs-cluster,INFO,blk_-4190491243436026170 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,134,hdfs-cluster,INFO,blk_-4667470578821022066 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,135,hdfs-cluster,INFO,blk_-8054782785917830420 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,136,hdfs-cluster,INFO,blk_-8091841062813936618 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,137,hdfs-cluster,INFO,blk_9210346052555304090 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,138,hdfs-cluster,INFO,blk_202536106610432362 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,139,hdfs-cluster,INFO,blk_-2869299916035182755 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,140,hdfs-cluster,INFO,blk_-4430564173662960642 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,141,hdfs-cluster,INFO,blk_-6586753944835843334 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,142,hdfs-cluster,INFO,blk_-6879190567969332918 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,143,hdfs-cluster,INFO,blk_-6931080266317198977 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,144,hdfs-cluster,INFO,blk_7352609810175565501 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,145,hdfs-cluster,INFO,blk_-859705208416062320 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,146,hdfs-cluster,INFO,blk_1404945464756167309 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,147,hdfs-cluster,INFO,blk_1448813076571847187 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,148,hdfs-cluster,INFO,blk_1912523661436659100 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,149,hdfs-cluster,INFO,blk_2347008916727134499 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,150,hdfs-cluster,INFO,blk_3508011185486088738 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,151,hdfs-cluster,INFO,blk_3880327230518840131 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,152,hdfs-cluster,INFO,blk_3972287319691001044 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,153,hdfs-cluster,INFO,blk_-4770972463483766707 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,154,hdfs-cluster,INFO,blk_-6125125239494402092 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,155,hdfs-cluster,INFO,blk_8059760933250408909 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,156,hdfs-cluster,INFO,blk_966870748231287658 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,157,hdfs-cluster,INFO,blk_1279101103527882599 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,158,hdfs-cluster,INFO,blk_-2598897828182146855 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,159,hdfs-cluster,INFO,blk_3341600009111698611 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,160,hdfs-cluster,INFO,blk_-4002888391906787542 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,161,hdfs-cluster,INFO,blk_4386079411548040260 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,162,hdfs-cluster,INFO,blk_4675103097330094461 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,163,hdfs-cluster,INFO,blk_5488900529276086615 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,164,hdfs-cluster,INFO,blk_-7518315834509097389 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,165,hdfs-cluster,INFO,blk_855704723224540977 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,166,hdfs-cluster,INFO,blk_1640563687655694592 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,167,hdfs-cluster,INFO,blk_-7851573941192785283 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,168,hdfs-cluster,INFO,blk_-2947515393396507971 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,169,hdfs-cluster,INFO,blk_3522654861930890662 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,170,hdfs-cluster,INFO,blk_-4673142718163027981 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,171,hdfs-cluster,INFO,blk_-7660193828821971101 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,172,hdfs-cluster,INFO,blk_-9166492953238830125 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,173,hdfs-cluster,INFO,blk_2689014683808259029 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 4 0 1 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,174,hdfs-cluster,INFO,blk_-2973260837493784784 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,175,hdfs-cluster,INFO,blk_3909865472571090536 Success 0 2 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,176,hdfs-cluster,INFO,blk_-859147788836187186 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,177,hdfs-cluster,INFO,blk_-4393655256228529026 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,178,hdfs-cluster,INFO,blk_-5114249203202400596 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,179,hdfs-cluster,INFO,blk_-546318595782592836 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,180,hdfs-cluster,INFO,blk_3363069898317139269 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,181,hdfs-cluster,INFO,blk_8573973636575611103 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,182,hdfs-cluster,INFO,blk_-3758406899752824535 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,183,hdfs-cluster,INFO,blk_38865049064139660 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,184,hdfs-cluster,INFO,blk_-4229931861869531048 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,185,hdfs-cluster,INFO,blk_-1626340715627889482 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,186,hdfs-cluster,INFO,blk_2221775105544933826 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,187,hdfs-cluster,INFO,blk_4737741713837408345 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,188,hdfs-cluster,INFO,blk_-5950249832413179417 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,189,hdfs-cluster,INFO,blk_-8420426811026669438 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,190,hdfs-cluster,INFO,blk_-1470784088028862059 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,191,hdfs-cluster,INFO,blk_2366822833609442341 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,192,hdfs-cluster,INFO,blk_-2917825689581470793 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,193,hdfs-cluster,INFO,blk_-4046605047697127122 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,194,hdfs-cluster,INFO,blk_-5584251724032983856 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,195,hdfs-cluster,INFO,blk_6021477756386488418 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,196,hdfs-cluster,INFO,blk_7268266957111394674 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,197,hdfs-cluster,INFO,blk_8814359467727556626 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,198,hdfs-cluster,INFO,blk_-1700929423419481113 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,199,hdfs-cluster,INFO,blk_-2622300918011411840 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,200,hdfs-cluster,INFO,blk_3152503487390436165 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,201,hdfs-cluster,INFO,blk_-4365681458226063681 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,202,hdfs-cluster,INFO,blk_-5912999755522282446 Success 0 2 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,203,hdfs-cluster,INFO,blk_-7559008592818043090 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,204,hdfs-cluster,INFO,blk_-8588230903310885315 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,205,hdfs-cluster,INFO,blk_9125494407446525156 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,206,hdfs-cluster,INFO,blk_2619290546489140930 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,207,hdfs-cluster,INFO,blk_-3283849791137044034 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
hdfs,hdfs_v1.zip/Event_occurrence_matrix.csv,208,hdfs-cluster,INFO,blk_-7686748181966193443 Success 0 3 1 15 3 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0
