incident_id,dataset,service,severity,alert,logs,metrics,root_cause,resolution,mttr_minutes_baseline,source
RAW-INC-1896,bgl,bgl-kernel,P1,Operational event,- 1117838939 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.48.59.257651 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-1897,bgl,bgl-kernel,P1,Operational event,- 1117838939 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.48.59.429200 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-1898,bgl,bgl-kernel,P1,Operational event,- 1117838939 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.48.59.589552 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",61,public_raw_logs
RAW-INC-1899,bgl,bgl-kernel,P1,Operational event,- 1117838939 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.48.59.767908 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-1900,bgl,bgl-kernel,P1,Operational event,- 1117838939 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.48.59.924496 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-1901,bgl,bgl-kernel,P1,Operational event,- 1117838940 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.00.210362 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-1902,bgl,bgl-kernel,P1,Operational event,- 1117838940 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.00.399990 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",66,public_raw_logs
RAW-INC-1903,bgl,bgl-kernel,P1,Operational event,- 1117838940 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.00.553889 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-1904,bgl,bgl-kernel,P1,Operational event,- 1117838940 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.00.711225 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",63,public_raw_logs
RAW-INC-1905,bgl,bgl-kernel,P1,Operational event,- 1117838940 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.00.882626 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-1906,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.069060 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",67,public_raw_logs
RAW-INC-1907,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.215331 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-1908,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.397884 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-1909,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.577771 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-1910,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.727122 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-1911,bgl,bgl-kernel,P1,Operational event,- 1117838941 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.01.968358 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-1912,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.119908 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-1913,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.270405 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",49,public_raw_logs
RAW-INC-1914,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.419281 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-1915,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.624504 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",88,public_raw_logs
RAW-INC-1916,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.789710 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-1917,bgl,bgl-kernel,P1,Operational event,- 1117838942 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.02.949121 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",88,public_raw_logs
RAW-INC-1918,bgl,bgl-kernel,P1,Operational event,- 1117838943 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.03.135613 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-1919,bgl,bgl-kernel,P1,Operational event,- 1117838943 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.03.288583 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-1920,bgl,bgl-kernel,P1,Operational event,- 1117838943 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.03.437601 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",64,public_raw_logs
RAW-INC-1921,bgl,bgl-kernel,P1,Operational event,- 1117838943 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.03.670729 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-1922,bgl,bgl-kernel,P1,Operational event,- 1117838943 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.03.836812 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-1923,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.014329 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",47,public_raw_logs
RAW-INC-1924,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.164602 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-1925,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.313566 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-1926,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.465403 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",58,public_raw_logs
RAW-INC-1927,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.674749 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-1928,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.823510 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",49,public_raw_logs
RAW-INC-1929,bgl,bgl-kernel,P1,Operational event,- 1117838944 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.04.980553 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",59,public_raw_logs
RAW-INC-1930,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.179220 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",74,public_raw_logs
RAW-INC-1931,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.330967 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",89,public_raw_logs
RAW-INC-1932,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.485795 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-1933,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.688167 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-1934,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.842265 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",56,public_raw_logs
RAW-INC-1935,bgl,bgl-kernel,P1,Operational event,- 1117838945 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.05.994764 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",64,public_raw_logs
RAW-INC-1936,bgl,bgl-kernel,P1,Operational event,- 1117838946 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.06.209381 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",74,public_raw_logs
RAW-INC-1937,bgl,bgl-kernel,P1,Operational event,- 1117838946 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.06.354581 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",81,public_raw_logs
RAW-INC-1938,bgl,bgl-kernel,P1,Operational event,- 1117838946 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.06.502194 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",56,public_raw_logs
RAW-INC-1939,bgl,bgl-kernel,P1,Operational event,- 1117838946 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.06.717127 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",63,public_raw_logs
RAW-INC-1940,bgl,bgl-kernel,P1,Operational event,- 1117838946 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.06.860981 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-1941,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.013363 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",59,public_raw_logs
RAW-INC-1942,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.221896 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-1943,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.372255 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-1944,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.520305 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-1945,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.747207 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",51,public_raw_logs
RAW-INC-1946,bgl,bgl-kernel,P1,Operational event,- 1117838947 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.07.917064 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-1947,bgl,bgl-kernel,P1,Operational event,- 1117838948 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.08.190986 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-1948,bgl,bgl-kernel,P1,Operational event,- 1117838948 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.08.334246 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-1949,bgl,bgl-kernel,P1,Operational event,- 1117838948 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.08.534811 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-1950,bgl,bgl-kernel,P1,Operational event,- 1117838948 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.08.718279 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",47,public_raw_logs
RAW-INC-1951,bgl,bgl-kernel,P1,Operational event,- 1117838948 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.08.861027 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-1952,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.043834 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",75,public_raw_logs
RAW-INC-1953,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.218214 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",83,public_raw_logs
RAW-INC-1954,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.354834 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-1955,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.532109 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-1956,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.696506 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",80,public_raw_logs
RAW-INC-1957,bgl,bgl-kernel,P1,Operational event,- 1117838949 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.09.836498 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",87,public_raw_logs
RAW-INC-1958,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.024620 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-1959,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.241260 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",60,public_raw_logs
RAW-INC-1960,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.399883 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",79,public_raw_logs
RAW-INC-1961,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.582151 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-1962,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.804889 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",49,public_raw_logs
RAW-INC-1963,bgl,bgl-kernel,P1,Operational event,- 1117838950 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.10.976659 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-1964,bgl,bgl-kernel,P1,Operational event,- 1117838951 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.11.156353 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",58,public_raw_logs
RAW-INC-1965,bgl,bgl-kernel,P1,Operational event,- 1117838951 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.11.315139 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-1966,bgl,bgl-kernel,P1,Operational event,- 1117838951 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.11.482719 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-1967,bgl,bgl-kernel,P1,Operational event,- 1117838951 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.11.669239 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-1968,bgl,bgl-kernel,P1,Operational event,- 1117838951 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.11.833323 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",54,public_raw_logs
RAW-INC-1969,bgl,bgl-kernel,P1,Operational event,- 1117838952 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.12.003964 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",49,public_raw_logs
RAW-INC-1970,bgl,bgl-kernel,P1,Operational event,- 1117838952 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.12.176458 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",88,public_raw_logs
RAW-INC-1971,bgl,bgl-kernel,P1,Operational event,- 1117838952 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.12.339841 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",67,public_raw_logs
RAW-INC-1972,bgl,bgl-kernel,P1,Operational event,- 1117838952 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.12.517885 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-1973,bgl,bgl-kernel,P1,Operational event,- 1117838952 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.49.12.728841 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",83,public_raw_logs
